memoria_max_meret,name,videokartya_memoria,processzor_orajel,memoria_foglalat,price,oprend,processzor_tipusa,memoria_tipusa,kijelzo_felbontas,link,videokartya_model,memoria_merete,videokartya_tipusa,processzor_modell,memoria_max_seb,kijelzo_meret
,<title>Dell Inspiron 5559 DI5559A2-6200-4GH50D4SM-11 Notebook Árak - Dell Inspiron 5559 DI5559A2-6200-4GH50D4SM-11 Laptop Akció</title>,2 GB,2.3 GHz,,"
          172 532 Ft
        ",Operációs rendszer nélkül,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-di5559a2-6200-4gh50d4sm-11-p332411509/,AMD Radeon R5 M335,4 GB,Dedikált,6200U,1600 MHz,"15.6"""
,<title>Dell Inspiron 5570 INSP5570-9 Notebook Árak - Dell Inspiron 5570 INSP5570-9 Laptop Akció</title>,,1.8 GHz,,"
          284 900 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5570-insp5570-9-p390325769/,Radeon 530,8 GB,Dedikált,8550U,2400 MHz,"15.6"""
,<title>Dell Vostro 3568 V3568-67 Notebook Árak - Dell Vostro 3568 V3568-67 Laptop Akció</title>,,2.7 GHz,,"
          252 900 Ft-tól
      ",Windows 10 Pro,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-v3568-67-p392630735/,Radeon R5 M420,8 GB,Dedikált,7500U,2400 MHz,"15.6"""
,<title>Dell Vostro 5370 N122VN5370EMEA01U Notebook Árak - Dell Vostro 5370 N122VN5370EMEA01U Laptop Akció</title>,,1.6 GHz,,"
          265 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-5370-n122vn5370emea01u-p398348879/,Radeon 530,8 GB,Dedikált,8250U,,"13.3"""
,<title>Dell Inspiron 5567 DI5567A2-7200-8GH1TD3BK Notebook Árak - Dell Inspiron 5567 DI5567A2-7200-8GH1TD3BK Laptop Akció</title>,2 GB,2.5 GHz,,"
          198 798 Ft
        ",Operációs rendszer nélkül,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-di5567a2-7200-8gh1td3bk-p353367479/,AMD Radeon R7 M445,8 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Dell Inspiron 5567 183C5567I5W4BLACK Notebook Árak - Dell Inspiron 5567 183C5567I5W4BLACK Laptop Akció</title>,2 GB,2.5 GHz,,"
          218 948 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-183c5567i5w4black-p389812599/,Radeon R7 M445,4 GB,Dedikált,7200U,,"15.6"""
,<title>Dell Vostro 5568 226018 Notebook Árak - Dell Vostro 5568 226018 Laptop Akció</title>,4 GB,2.7 GHz,,"
          270 900 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-5568-226018-p358837637/,Nvidia GeForce 940MX,8 GB,Dedikált,7500U,,"15.6"""
,<title>Acer Aspire 5 A515-51G-5948 NX.GP5EU.078 Notebook Árak - Acer Aspire 5 A515-51G-5948 NX.GP5EU.078 Laptop Akció</title>,2 GB,2.50 GHz,,"
          213 990 Ft-tól
      ",Endless OS,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-5-a515-51g-5948-nx-gp5eu-078-p392326391/,GeForce 940MX,8 GB,Dedikált,7200U,2133 MHz,"15.6"""
16 GB,<title>Lenovo IdeaPad 310 80SM00MFHV Notebook Árak - Lenovo IdeaPad 310 80SM00MFHV Laptop Akció</title>,2 GB,2.3 GHz,1,"
          181 662 Ft
        ",Operációs rendszer nélkül,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-310-80sm00mfhv-p342911336/,Nvidia GeForce 920MX,4 GB,Dedikált,6200U,2133 MHz,"15.6"""
,<title>Acer Aspire F5-573G-582N LIN NX.GDAEU.018 Notebook Árak - Acer Aspire F5-573G-582N LIN NX.GDAEU.018 Laptop Akció</title>,4 GB,2.5 GHz,,"
          240 935 Ft
        ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-f5-573g-582n-lin-nx-gdaeu-018-p372908963/,Nvidia GeForce GTX 950M,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Dell Latitude 3480 1813480I5WP4 Notebook Árak - Dell Latitude 3480 1813480I5WP4 Laptop Akció</title>,,2.5 GHz,,"
          283 000 Ft
        ",Windows 10 Pro,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/latitude-3480-1813480i5wp4-p381897895/,Radeon R5 M420,8 GB,Dedikált,7200U,2133 MHz,"14"""
,<title>Dell Vostro 5568 V5568-6 Notebook Árak - Dell Vostro 5568 V5568-6 Laptop Akció</title>,2 GB,2.5 GHz,,"
          275 000 Ft
        ",Windows 10 Pro,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-5568-v5568-6-p366335417/,Nvidia GeForce 940MX,4 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Dell Vostro 5568 244384 Notebook Árak - Dell Vostro 5568 244384 Laptop Akció</title>,,2.5 GHz,,"
          285 790 Ft-tól
      ",Windows 10 Pro,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-5568-244384-p392900489/,GeForce 940MX,8 GB,Dedikált,7200U,,"15.6"""
,<title>HP 255 G6 2RR65EA Notebook Árak - HP 255 G6 2RR65EA Laptop Akció</title>,,2.5 GHz,,"
          148 990 Ft
        ",Windows 10 Pro,AMD A-sorozat,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/255-g6-2rr65ea-p383039733/,Radeon R5,8 GB,Dedikált,A6-9220,1866 MHz,"15.6"""
,<title>Dell Inspiron 3567 3567FI3WB1 Notebook Árak - Dell Inspiron 3567 3567FI3WB1 Laptop Akció</title>,,2 GHz,,"
          161 333 Ft-tól
      ",Windows 10 Home,Intel Core i3,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-3567-3567fi3wb1-p395045719/,Radeon R5 M430,4 GB,Dedikált,6006U,2400 MHz,"15.6"""
,<title>Dell Vostro 5568 223318 Notebook Árak - Dell Vostro 5568 223318 Laptop Akció</title>,2 GB,2.5 GHz,,"
          204 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/vostro-5568-223318-p372629449/,Nvidia GeForce 940MX,4 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Dell Vostro 3568 235210 Notebook Árak - Dell Vostro 3568 235210 Laptop Akció</title>,2 GB,2.7 GHz,,"
          258 900 Ft
        ",Windows 10 Pro,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-235210-p372620727/,AMD Radeon R5 M420X,4 GB,Dedikált,7500U,2400 MHz,"15.6"""
,<title>Dell Inspiron 5570 242792 Notebook Árak - Dell Inspiron 5570 242792 Laptop Akció</title>,,1.6 GHz,,"
          269 900 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5570-242792-p392227133/,Radeon 530,8 GB,Dedikált,8250U,,"15.6"""
,<title>Dell Inspiron 5567 DI5567A2-7200-8GH1TD3FG Notebook Árak - Dell Inspiron 5567 DI5567A2-7200-8GH1TD3FG Laptop Akció</title>,2 GB,2.5 GHz,,"
          198 798 Ft
        ",Operációs rendszer nélkül,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-di5567a2-7200-8gh1td3fg-p353277355/,AMD Radeon R7 M445,8 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Dell Vostro 3568 V3568-32 Notebook Árak - Dell Vostro 3568 V3568-32 Laptop Akció</title>,2 GB,2 GHz,,"
          197 000 Ft
        ",Windows 10 Pro,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-v3568-32-p365190671/,AMD Radeon R5 M420X,4 GB,Dedikált,6006U,2400 MHz,"15.6"""
32 GB,<title>Dell Inspiron 5567 INSP5567-7 Notebook Árak - Dell Inspiron 5567 INSP5567-7 Laptop Akció</title>,2 GB,2.5 GHz,2,"
          189 209 Ft
        ",Operációs rendszer nélkül,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-insp5567-7-p353924621/,AMD Radeon R7 M445,4 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Dell Vostro 3568 V3568-19 Notebook Árak - Dell Vostro 3568 V3568-19 Laptop Akció</title>,2 GB,2.5 GHz,,"
          209 000 Ft
        ",Windows 10 Pro,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-v3568-19-p358565815/,AMD Radeon R5 M420X,4 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Dell Vostro 5568 N036VN5568EMEA01_1801 Notebook Árak - Dell Vostro 5568 N036VN5568EMEA01_1801 Laptop Akció</title>,,2.5 GHz,,"
          283 563 Ft-tól
      ",Windows 10 Pro,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-5568-n036vn5568emea01-1801-p388079445/,,8 GB,Dedikált,7200U,,"15.6"""
,<title>Dell Inspiron 5567 183C5567I5W8WHITE Notebook Árak - Dell Inspiron 5567 183C5567I5W8WHITE Laptop Akció</title>,,2.5 GHz,,"
          242 900 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-183c5567i5w8white-p389817305/,Radeon R7 M445,8 GB,Dedikált,7200U,,"15.6"""
,<title>Dell Vostro 3568 244411 Notebook Árak - Dell Vostro 3568 244411 Laptop Akció</title>,,2 GHz,,"
          187 870 Ft-tól
      ",Windows 10 Pro,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-244411-p393365603/,Radeon R5 M420,4 GB,Dedikált,6006U,,"15.6"""
,<title>Dell Inspiron 5567 225370 Notebook Árak - Dell Inspiron 5567 225370 Laptop Akció</title>,2 GB,2.5 GHz,,"
          184 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-225370-p358837485/,AMD Radeon R7 M445,4 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Dell Inspiron 5570 5570FI5WB1 Notebook Árak - Dell Inspiron 5570 5570FI5WB1 Laptop Akció</title>,,1.6 GHz,,"
          241 900 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5570-5570fi5wb1-p394325175/,Radeon 530,4 GB,Dedikált,8250U,2400 MHz,"15.6"""
,<title>Dell Inspiron 5570 INSP5570-2 Notebook Árak - Dell Inspiron 5570 INSP5570-2 Laptop Akció</title>,,1.8 GHz,,"
          284 900 Ft
        ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5570-insp5570-2-p388209127/,Radeon 530,8 GB,Dedikált,8550U,2400 MHz,"15.6"""
16 GB,<title>Dell Vostro 3568 N060PSPCVN3568EMEA01_1801_UBU Notebook Árak - Dell Vostro 3568 N060PSPCVN3568EMEA01_1801_UBU Laptop Akció</title>,2 GB,2.5 GHz,2,"
          205 790 Ft-tól
      ",Linux,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-n060pspcvn3568emea01-1801-ubu-p368999059/,AMD Radeon R5 M420,8 GB,Dedikált,7200U,2400 MHz,"15.6"""
16 GB,<title>Lenovo V320 81AH0038GE Notebook Árak - Lenovo V320 81AH0038GE Laptop Akció</title>,,2.5 GHz,1,"
          242 888 Ft
        ",Windows 10 Pro,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/v320-81ah0038ge-p388670267/,HD Graphics 620,8 GB,Dedikált,7200U,2133 MHz,"17.3"""
,<title>Dell Inspiron 5567 DI5567A2-7200-8GH1TW13SW Notebook Árak - Dell Inspiron 5567 DI5567A2-7200-8GH1TW13SW Laptop Akció</title>,2 GB,2.5 GHz,,"
          213 900 Ft
        ",Windows 10 Home,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-di5567a2-7200-8gh1tw13sw-p354071045/,AMD Radeon R7 M445,8 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Dell Inspiron 3567 225367 Notebook Árak - Dell Inspiron 3567 225367 Laptop Akció</title>,2 GB,2 GHz,,"
          149 900 Ft
        ",Operációs rendszer nélkül,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-3567-225367-p357219607/,AMD Radeon R5 M430,4 GB,Dedikált,6006U,2400 MHz,"15.6"""
,<title>Dell Vostro 3568 V3568-42 Notebook Árak - Dell Vostro 3568 V3568-42 Laptop Akció</title>,2 GB,2.5 GHz,,"
          209 000 Ft
        ",Windows 10 Pro,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-v3568-42-p373534643/,AMD Radeon R5 M420,4 GB,Dedikált,7200U,2400 MHz,"15.6"""
16 GB,<title>Dell Inspiron 7559 DI7559N4-6300-8GHH1TW1FBK-11 Notebook Árak - Dell Inspiron 7559 DI7559N4-6300-8GHH1TW1FBK-11 Laptop Akció</title>,4 GB,2.3 GHz,2,"
          264 900 Ft
        ",Windows 10 Home,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-7559-di7559n4-6300-8ghh1tw1fbk-11-p327644993/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6300HQ,1600 MHz,"15.6"""
,<title>Dell Vostro 3568 244434 Notebook Árak - Dell Vostro 3568 244434 Laptop Akció</title>,,2.5 GHz,,"
          211 370 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-244434-p393365237/,Radeon R5 M420,8 GB,Dedikált,7200U,,"15.6"""
,<title>Dell Inspiron 5567 183C5567I5W5WHITE Notebook Árak - Dell Inspiron 5567 183C5567I5W5WHITE Laptop Akció</title>,2 GB,2.5 GHz,,"
          219 900 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-183c5567i5w5white-p389808563/,Radeon R7 M445,4 GB,Dedikált,7200U,,"15.6"""
,<title>Dell Vostro 5468 V5468-10 Notebook Árak - Dell Vostro 5468 V5468-10 Laptop Akció</title>,,2.5 GHz,,"
          281 900 Ft
        ",Windows 10 Pro,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-5468-v5468-10-p381816871/,GeForce 940MX,4 GB,Dedikált,7200U,2400 MHz,"14"""
,<title>Dell Vostro 3568 235211 Notebook Árak - Dell Vostro 3568 235211 Laptop Akció</title>,2 GB,2.5 GHz,,"
          206 900 Ft-tól
      ",Windows 10 Pro,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-235211-p372620737/,AMD Radeon R5 M420X,4 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Dell Vostro 5568 235192 Notebook Árak - Dell Vostro 5568 235192 Laptop Akció</title>,2 GB,2.5 GHz,,"
          204 901 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/vostro-5568-235192-p372603197/,Nvidia GeForce 940MX,4 GB,Dedikált,7200U,2400 MHz,"15.6"""
16 GB,<title>Lenovo ThinkPad Edge E450 20DCS00Q00 Notebook Árak - Lenovo ThinkPad Edge E450 20DCS00Q00 Laptop Akció</title>,1 GB,1.7 GHz,2,"
          179 922 Ft
        ",Windows 8.1 Pro,Intel Core i3,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/lenovo/thinkpad-edge-e450-20dcs00q00-p270680223/,AMD Radeon R5 M240,4 GB,Dedikált,4005U,1600 MHz,"14"""
,<title>Dell Vostro 5568 226017 Notebook Árak - Dell Vostro 5568 226017 Laptop Akció</title>,4 GB,2.5 GHz,,"
          297 540 Ft-tól
      ",Windows 10 Pro,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-5568-226017-p358837657/,Nvidia GeForce 940MX,8 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Dell Inspiron 5567 238520 Notebook Árak - Dell Inspiron 5567 238520 Laptop Akció</title>,,2 GHz,,"
          194 900 Ft-tól
      ",Windows 10 Home,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-238520-p383552607/,Radeon R7 M440,4 GB,Dedikált,6006U,2400 MHz,"15.6"""
,<title>Dell Inspiron 5767 183C5767I7W1BLACK Notebook Árak - Dell Inspiron 5767 183C5767I7W1BLACK Laptop Akció</title>,,2.7 GHz,,"
          289 900 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5767-183c5767i7w1black-p389804585/,Radeon R7 M445,8 GB,Dedikált,7500U,,"17.3"""
,<title>Dell Vostro 5471 246914 Notebook Árak - Dell Vostro 5471 246914 Laptop Akció</title>,,1.8 GHz,,"
          298 840 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-5471-246914-p396892553/,Radeon 530,8 GB,Dedikált,8550U,,"14"""
,<title>Dell Inspiron 5567 182C5567I5W12 Notebook Árak - Dell Inspiron 5567 182C5567I5W12 Laptop Akció</title>,,2.5 GHz,,"
          259 900 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-182c5567i5w12-p383551953/,Radeon R7 M445,8 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Dell Inspiron 5567 INSP5567-56 Notebook Árak - Dell Inspiron 5567 INSP5567-56 Laptop Akció</title>,2 GB,2 GHz,,"
          197 900 Ft-tól
      ",Windows 10 Home,Intel Core i3,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-insp5567-56-p381374629/,Radeon R7 M440,4 GB,Dedikált,6006U,2400 MHz,"15.6"""
,<title>Dell Vostro 5568 226013 Notebook Árak - Dell Vostro 5568 226013 Laptop Akció</title>,4 GB,2.5 GHz,,"
          241 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-5568-226013-p358837659/,Nvidia GeForce 940MX,8 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Dell Inspiron 5567 DI5567A2-7200-4GH1TW1F3BK Notebook Árak - Dell Inspiron 5567 DI5567A2-7200-4GH1TW1F3BK Laptop Akció</title>,2 GB,2.5 GHz,,"
          217 900 Ft
        ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-di5567a2-7200-4gh1tw1f3bk-p354071083/,AMD Radeon R7 M445,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Dell Vostro 3568 V3568-31 Notebook Árak - Dell Vostro 3568 V3568-31 Laptop Akció</title>,2 GB,2 GHz,,"
          167 000 Ft-tól
      ",Windows 10 Home,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-v3568-31-p365190673/,AMD Radeon R5 M420X,4 GB,Dedikált,6006U,2400 MHz,"15.6"""
,<title>Dell Vostro 5568 235193 Notebook Árak - Dell Vostro 5568 235193 Laptop Akció</title>,2 GB,2.5 GHz,,"
          217 715 Ft-tól
      ",Windows 10 Pro,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/vostro-5568-235193-p372603201/,Nvidia GeForce 940MX,4 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Dell Vostro 3568 1813568I5WP2 Notebook Árak - Dell Vostro 3568 1813568I5WP2 Laptop Akció</title>,,2.5 GHz,,"
          209 000 Ft
        ",Windows 10 Pro,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-1813568i5wp2-p381902819/,Radeon R5 M420X,4 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>ASUS X540LJ-XX583 Notebook Árak - ASUS X540LJ-XX583 Laptop Akció</title>,,2 GHz,,"
          123 290 Ft-tól
      ",,Intel Core i3,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/x540lj-xx583-p394022127/,,4 GB,Dedikált,5005U,1600 MHz,"15.6"""
,<title>Dell Vostro 3568 235218 Notebook Árak - Dell Vostro 3568 235218 Laptop Akció</title>,2 GB,2.5 GHz,,"
          210 000 Ft
        ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-235218-p372629309/,AMD Radeon R5 M420X,8 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Acer Aspire E5-773G-55DQ LIN NX.G9WEU.001 Notebook Árak - Acer Aspire E5-773G-55DQ LIN NX.G9WEU.001 Laptop Akció</title>,4 GB,2.3 GHz,,"202 900 Ft 
      ",Linux,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-773g-55dq-lin-nx-g9weu-001-p366202103/,Nvidia GeForce 940M,4 GB,Dedikált,6200U,1600 MHz,"17.3"""
,<title>Dell Inspiron 5767 183C5767I5W1BLACK Notebook Árak - Dell Inspiron 5767 183C5767I5W1BLACK Laptop Akció</title>,,2.5 GHz,,"
          264 900 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5767-183c5767i5w1black-p389804573/,Radeon R7 M445,8 GB,Dedikált,7200U,,"17.3"""
,<title>HP 15-bs031nh 2ME95EA Notebook Árak - HP 15-bs031nh 2ME95EA Laptop Akció</title>,,2.7 GHz,,"
          269 900 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/15-bs031nh-2me95ea-p386983085/,Radeon 530,8 GB,Dedikált,7500U,2133 MHz,"15.6"""
,<title>Dell Vostro 5568 244386 Notebook Árak - Dell Vostro 5568 244386 Laptop Akció</title>,,2.5 GHz,,"
          287 900 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-5568-244386-p393365221/,GeForce 940MX,8 GB,Dedikált,7200U,,"15.6"""
,<title>Dell Inspiron 5567 223607 Notebook Árak - Dell Inspiron 5567 223607 Laptop Akció</title>,2 GB,2.5 GHz,,"
          213 900 Ft
        ",Windows 10 Home,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-223607-p353922285/,Radeon R7 M445,8 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Dell Vostro 3568 1813568I7UBU1 Notebook Árak - Dell Vostro 3568 1813568I7UBU1 Laptop Akció</title>,,2.7 GHz,,"
          206 000 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-1813568i7ubu1-p384653975/,Radeon R5 M420,4 GB,Dedikált,7500U,2400 MHz,"15.6"""
,<title>Dell Inspiron 5567 183C5567I5W5FGYN Notebook Árak - Dell Inspiron 5567 183C5567I5W5FGYN Laptop Akció</title>,2 GB,2.5 GHz,,"
          219 900 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-183c5567i5w5fgyn-p389807927/,Radeon R7 M445,4 GB,Dedikált,7200U,,"15.6"""
,<title>Dell Inspiron 5570 242791 Notebook Árak - Dell Inspiron 5570 242791 Laptop Akció</title>,,1.6 GHz,,"
          266 900 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5570-242791-p392227129/,Radeon 530,8 GB,Dedikált,8250U,2400 MHz,"15.6"""
,<title>Dell Inspiron 5570 5570FI3WB2 Notebook Árak - Dell Inspiron 5570 5570FI3WB2 Laptop Akció</title>,,2 GHz,,"
          207 900 Ft-tól
      ",Windows 10 Home,Intel Core i3,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5570-5570fi3wb2-p395045921/,Radeon 530,4 GB,Dedikált,6006U,2400 MHz,"15.6"""
,<title>Dell Vostro 5568 226006 Notebook Árak - Dell Vostro 5568 226006 Laptop Akció</title>,2 GB,2.5 GHz,,"
          269 900 Ft-tól
      ",Windows 10 Pro,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-5568-226006-p358837603/,Nvidia GeForce 940MX,4 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Dell Inspiron 3567 183C3567I5UBU2BLACK Notebook Árak - Dell Inspiron 3567 183C3567I5UBU2BLACK Laptop Akció</title>,,2.5 GHz,,"
          199 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-3567-183c3567i5ubu2black-p389804595/,Radeon R5 M430,4 GB,Dedikált,7200U,,"15.6"""
,<title>ASUS ZenBook UX530UX-FY011T Notebook Árak - ASUS ZenBook UX530UX-FY011T Laptop Akció</title>,,2.5 GHz,,"
          298 577 Ft
        ",Windows 10 Home,Intel Core i5,,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/zenbook-ux530ux-fy011t-p391170157/,GeForce GTX 950M,8 GB,Dedikált,7200U,,"15"""
,<title>Dell Inspiron 3567 DI3567A2-6006-4GH1TD4BK Notebook Árak - Dell Inspiron 3567 DI3567A2-6006-4GH1TD4BK Laptop Akció</title>,2 GB,2 GHz,,"
          150 385 Ft
        ",Linux,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-3567-di3567a2-6006-4gh1td4bk-p355968023/,Radeon R5M430,4 GB,Dedikált,6006U,2133 MHz,"15.6"""
,<title>Dell Inspiron 3567 183C3567I3UBU3FGYN Notebook Árak - Dell Inspiron 3567 183C3567I3UBU3FGYN Laptop Akció</title>,,2 GHz,,"
          149 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-3567-183c3567i3ubu3fgyn-p390605087/,Radeon R5 M430,4 GB,Dedikált,6006U,,"15.6"""
